utc,lat,lon,h,quality,E,N,U,est_E,est_N,est_U,err_2d,err_3d,err_h
1621218892.0,22.298095297222225,114.177664125,2.552,3,-143.53994907208443,-343.7809962119113,-0.9309282384577529,-143.59214296842043,-343.99500855594033,5.458818556898077,0.22028501131835432,6.393542804656243,6.38974679535583
1621218893.0,22.29804041666667,114.17759524722223,2.555,3,-150.63751766847298,-349.8580925334336,-0.9284240360318137,-150.73062143566136,-350.02897042170196,5.28332059977274,0.19459589965804527,6.214791950227326,6.211744635804553
1621218894.0,22.297984519444444,114.17752636944445,2.577,3,-157.73509342614264,-356.0477665802043,-0.9069398665514115,-157.88312066255742,-356.2315458803473,5.086650112081497,0.23598070658772582,5.998233717174621,5.993589978632908
1621218895.0,22.297928772222225,114.17745624166668,2.596,3,-164.96148101214945,-362.220825699323,-0.8884720076743662,-165.18028423537277,-362.3533941861224,4.858262713092934,0.2558305184789331,5.75242637545737,5.7467347207673
1621218896.0,22.297876319444445,114.17738279444445,2.642,3,-172.52992371256965,-368.02907103739426,-0.8430064057509128,-172.79288307709936,-368.0345545749926,4.6830973531007025,0.26301653289947324,5.532359392715952,5.526103758851615
1621218897.0,22.29782428888889,114.17730882500001,2.604,3,-180.15218174594037,-373.79055266049994,-0.8815538616436527,-180.45033809658463,-373.7398288577465,4.366396854776497,0.30244026450734973,5.256658333539477,5.247950716420149
1621218898.0,22.297769919444445,114.17723581666667,2.583,3,-187.67541104826117,-379.81102801331053,-0.90312824132468,-187.95249334923906,-379.81884505859796,3.987793196436503,0.27719254627826934,4.898770071973591,4.8909214377611825
1621218899.0,22.29771191388889,114.1771645138889,2.534,3,-195.02290088529423,-386.23414257100706,-0.9527363265159465,-195.3179337219096,-386.26857547373424,3.5600675273055633,0.29703535054187713,4.522568807938449,4.512803853821509
1621218900.0,22.297651283333334,114.17709297777779,2.433,2,-202.39444271363124,-392.9479276596811,-1.0543781333687434,-202.72759338708607,-392.98496340245254,3.040151561171282,0.3352029496678741,4.108227651547085,4.094529694540025
1621218901.0,22.297588861111112,114.17702148055557,2.391,2,-209.7619879631784,-399.86011180861317,-1.0970479318048092,-210.10225620512793,-399.8810017633705,2.5716158438700707,0.3409088832652894,3.684469129418545,3.66866377567488
1621218902.0,22.29752614166667,114.17694856944445,2.367,2,-217.27523547972157,-406.80520415384143,-1.1217408338070243,-217.66913137050776,-406.77348144031873,2.04392145385571,0.3951712329250243,3.190231656613911,3.1656622876627343
